onet_code,occupation_title,annual_10th,annual_25th,annual_median,annual_75th,annual_90th,data_source,data_year,bls_link
33-9031.00,"Gambling Surveillance Officers and Gambling Investigators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339031.htm
33-9032.00,"Security Guards",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339032.htm
33-9091.00,"Crossing Guards and Flaggers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339091.htm
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339092.htm
33-9093.00,"Transportation Security Screeners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339093.htm
33-9094.00,"School Bus Monitors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339094.htm
33-9099.00,"Protective Service Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes339099.htm
35-1011.00,"Chefs and Head Cooks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes351011.htm
35-1012.00,"First-Line Supervisors of Food Preparation and Serving Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes351012.htm
35-2011.00,"Cooks, Fast Food",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352011.htm
35-2012.00,"Cooks, Institution and Cafeteria",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352012.htm
35-2013.00,"Cooks, Private Household",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352013.htm
35-2014.00,"Cooks, Restaurant",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352014.htm
35-2015.00,"Cooks, Short Order",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352015.htm
35-2019.00,"Cooks, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352019.htm
35-2021.00,"Food Preparation Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes352021.htm
35-3011.00,"Bartenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes353011.htm
35-3023.00,"Fast Food and Counter Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes353023.htm
35-3031.00,"Waiters and Waitresses",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes353031.htm
35-3041.00,"Food Servers, Nonrestaurant",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes353041.htm
35-9011.00,"Dining Room and Cafeteria Attendants and Bartender Helpers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes359011.htm
35-9021.00,"Dishwashers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes359021.htm
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes359031.htm
35-9099.00,"Food Preparation and Serving Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes359099.htm
37-1011.00,"First-Line Supervisors of Housekeeping and Janitorial Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes371011.htm
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes371012.htm
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes372011.htm
37-2012.00,"Maids and Housekeeping Cleaners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes372012.htm
37-2019.00,"Building Cleaning Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes372019.htm
37-2021.00,"Pest Control Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes372021.htm
37-3011.00,"Landscaping and Groundskeeping Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes373011.htm
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes373012.htm
37-3013.00,"Tree Trimmers and Pruners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes373013.htm
37-3019.00,"Grounds Maintenance Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes373019.htm
39-1013.00,"First-Line Supervisors of Gambling Services Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes391013.htm
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes391014.htm
39-1022.00,"First-Line Supervisors of Personal Service Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes391022.htm
39-2011.00,"Animal Trainers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes392011.htm
39-2021.00,"Animal Caretakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes392021.htm
39-3011.00,"Gambling Dealers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393011.htm
39-3012.00,"Gambling and Sports Book Writers and Runners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393012.htm
39-3019.00,"Gambling Service Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393019.htm
39-3021.00,"Motion Picture Projectionists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393021.htm
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393031.htm
39-3091.00,"Amusement and Recreation Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393091.htm
39-3092.00,"Costume Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393092.htm
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393093.htm
39-3099.00,"Entertainment Attendants and Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes393099.htm
39-4011.00,"Embalmers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes394011.htm
39-4012.00,"Crematory Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes394012.htm
39-4021.00,"Funeral Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes394021.htm
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes394031.htm
39-5011.00,"Barbers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395011.htm
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395012.htm
39-5091.00,"Makeup Artists, Theatrical and Performance",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395091.htm
39-5092.00,"Manicurists and Pedicurists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395092.htm
39-5093.00,"Shampooers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395093.htm
39-5094.00,"Skincare Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes395094.htm
39-6011.00,"Baggage Porters and Bellhops",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes396011.htm
39-6012.00,"Concierges",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes396012.htm
39-7011.00,"Tour Guides and Escorts",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes397011.htm
39-7012.00,"Travel Guides",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes397012.htm
39-9011.00,"Childcare Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes399011.htm
39-9031.00,"Exercise Trainers and Group Fitness Instructors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes399031.htm
39-9032.00,"Recreation Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes399032.htm
39-9041.00,"Residential Advisors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes399041.htm
39-9099.00,"Personal Care and Service Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes399099.htm
41-1011.00,"First-Line Supervisors of Retail Sales Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes411011.htm
41-1012.00,"First-Line Supervisors of Non-Retail Sales Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes411012.htm
41-2011.00,"Cashiers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes412011.htm
41-2012.00,"Gambling Change Persons and Booth Cashiers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes412012.htm
41-2021.00,"Counter and Rental Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes412021.htm
41-2022.00,"Parts Salespersons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes412022.htm
41-2031.00,"Retail Salespersons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes412031.htm
41-3011.00,"Advertising Sales Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes413011.htm
41-3021.00,"Insurance Sales Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes413021.htm
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes413031.htm
41-3041.00,"Travel Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes413041.htm
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes413091.htm
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes414011.htm
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes414012.htm
41-9011.00,"Demonstrators and Product Promoters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419011.htm
41-9012.00,"Models",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419012.htm
41-9021.00,"Real Estate Brokers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419021.htm
41-9022.00,"Real Estate Sales Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419022.htm
41-9031.00,"Sales Engineers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419031.htm
41-9041.00,"Telemarketers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419041.htm
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419091.htm
41-9099.00,"Sales and Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes419099.htm
43-1011.00,"First-Line Supervisors of Office and Administrative Support Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes431011.htm
43-2011.00,"Switchboard Operators, Including Answering Service",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes432011.htm
43-2021.00,"Telephone Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes432021.htm
43-2099.00,"Communications Equipment Operators, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes432099.htm
43-3011.00,"Bill and Account Collectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433011.htm
43-3021.00,"Billing and Posting Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433021.htm
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433031.htm
43-3041.00,"Gambling Cage Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433041.htm
43-3051.00,"Payroll and Timekeeping Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433051.htm
43-3061.00,"Procurement Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433061.htm
43-3071.00,"Tellers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433071.htm
43-3099.00,"Financial Clerks, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes433099.htm
43-4011.00,"Brokerage Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434011.htm
43-4021.00,"Correspondence Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434021.htm
43-4031.00,"Court, Municipal, and License Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434031.htm
43-4041.00,"Credit Authorizers, Checkers, and Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434041.htm
43-4051.00,"Customer Service Representatives",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434051.htm
43-4061.00,"Eligibility Interviewers, Government Programs",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434061.htm
43-4071.00,"File Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434071.htm
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434081.htm
43-4111.00,"Interviewers, Except Eligibility and Loan",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434111.htm
43-4121.00,"Library Assistants, Clerical",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434121.htm
43-4131.00,"Loan Interviewers and Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434131.htm
43-4141.00,"New Accounts Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434141.htm
43-4151.00,"Order Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434151.htm
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434161.htm
43-4171.00,"Receptionists and Information Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434171.htm
43-4181.00,"Reservation and Transportation Ticket Agents and Travel Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434181.htm
43-4199.00,"Information and Record Clerks, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes434199.htm
43-5011.00,"Cargo and Freight Agents",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435011.htm
43-5021.00,"Couriers and Messengers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435021.htm
43-5031.00,"Public Safety Telecommunicators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435031.htm
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435032.htm
43-5041.00,"Meter Readers, Utilities",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435041.htm
43-5051.00,"Postal Service Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435051.htm
43-5052.00,"Postal Service Mail Carriers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435052.htm
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435053.htm
43-5061.00,"Production, Planning, and Expediting Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435061.htm
43-5071.00,"Shipping, Receiving, and Inventory Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435071.htm
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes435111.htm
43-6011.00,"Executive Secretaries and Executive Administrative Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes436011.htm
43-6012.00,"Legal Secretaries and Administrative Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes436012.htm
43-6013.00,"Medical Secretaries and Administrative Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes436013.htm
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes436014.htm
43-9021.00,"Data Entry Keyers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439021.htm
43-9022.00,"Word Processors and Typists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439022.htm
43-9031.00,"Desktop Publishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439031.htm
43-9041.00,"Insurance Claims and Policy Processing Clerks",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439041.htm
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439051.htm
43-9061.00,"Office Clerks, General",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439061.htm
43-9071.00,"Office Machine Operators, Except Computer",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439071.htm
43-9081.00,"Proofreaders and Copy Markers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439081.htm
43-9111.00,"Statistical Assistants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439111.htm
43-9199.00,"Office and Administrative Support Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes439199.htm
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes451011.htm
45-2011.00,"Agricultural Inspectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452011.htm
45-2021.00,"Animal Breeders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452021.htm
45-2041.00,"Graders and Sorters, Agricultural Products",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452041.htm
45-2091.00,"Agricultural Equipment Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452091.htm
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452092.htm
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452093.htm
45-2099.00,"Agricultural Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes452099.htm
45-3031.00,"Fishing and Hunting Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes453031.htm
45-4011.00,"Forest and Conservation Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes454011.htm
45-4021.00,"Fallers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes454021.htm
45-4022.00,"Logging Equipment Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes454022.htm
45-4023.00,"Log Graders and Scalers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes454023.htm
45-4029.00,"Logging Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes454029.htm
47-1011.00,"First-Line Supervisors of Construction Trades and Extraction Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes471011.htm
47-2011.00,"Boilermakers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472011.htm
47-2021.00,"Brickmasons and Blockmasons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472021.htm
47-2022.00,"Stonemasons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472022.htm
47-2031.00,"Carpenters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472031.htm
47-2041.00,"Carpet Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472041.htm
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472042.htm
47-2043.00,"Floor Sanders and Finishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472043.htm
47-2044.00,"Tile and Stone Setters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472044.htm
47-2051.00,"Cement Masons and Concrete Finishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472051.htm
47-2053.00,"Terrazzo Workers and Finishers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472053.htm
47-2061.00,"Construction Laborers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472061.htm
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472071.htm
47-2072.00,"Pile Driver Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472072.htm
47-2073.00,"Operating Engineers and Other Construction Equipment Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472073.htm
47-2081.00,"Drywall and Ceiling Tile Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472081.htm
47-2082.00,"Tapers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472082.htm
47-2111.00,"Electricians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472111.htm
47-2121.00,"Glaziers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472121.htm
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472131.htm
47-2132.00,"Insulation Workers, Mechanical",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472132.htm
47-2141.00,"Painters, Construction and Maintenance",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472141.htm
47-2142.00,"Paperhangers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472142.htm
47-2151.00,"Pipelayers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472151.htm
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472152.htm
47-2161.00,"Plasterers and Stucco Masons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472161.htm
47-2171.00,"Reinforcing Iron and Rebar Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472171.htm
47-2181.00,"Roofers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472181.htm
47-2211.00,"Sheet Metal Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472211.htm
47-2221.00,"Structural Iron and Steel Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472221.htm
47-2231.00,"Solar Photovoltaic Installers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes472231.htm
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473011.htm
47-3012.00,"Helpers--Carpenters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473012.htm
47-3013.00,"Helpers--Electricians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473013.htm
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473014.htm
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473015.htm
47-3016.00,"Helpers--Roofers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473016.htm
47-3019.00,"Helpers, Construction Trades, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes473019.htm
47-4011.00,"Construction and Building Inspectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474011.htm
47-4021.00,"Elevator and Escalator Installers and Repairers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474021.htm
47-4031.00,"Fence Erectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474031.htm
47-4041.00,"Hazardous Materials Removal Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474041.htm
47-4051.00,"Highway Maintenance Workers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474051.htm
47-4061.00,"Rail-Track Laying and Maintenance Equipment Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474061.htm
47-4071.00,"Septic Tank Servicers and Sewer Pipe Cleaners",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474071.htm
47-4091.00,"Segmental Pavers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474091.htm
47-4099.00,"Construction and Related Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes474099.htm
