onet_code,occupation_title,annual_10th,annual_25th,annual_median,annual_75th,annual_90th,data_source,data_year,bls_link
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534022.htm
53-4031.00,"Railroad Conductors and Yardmasters",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534031.htm
53-4041.00,"Subway and Streetcar Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534041.htm
53-4099.00,"Rail Transportation Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes534099.htm
53-5011.00,"Sailors and Marine Oilers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes535011.htm
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes535021.htm
53-5022.00,"Motorboat Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes535022.htm
53-5031.00,"Ship Engineers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes535031.htm
53-6011.00,"Bridge and Lock Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536011.htm
53-6021.00,"Parking Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536021.htm
53-6031.00,"Automotive and Watercraft Service Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536031.htm
53-6032.00,"Aircraft Service Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536032.htm
53-6041.00,"Traffic Technicians",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536041.htm
53-6051.00,"Transportation Inspectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536051.htm
53-6061.00,"Passenger Attendants",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536061.htm
53-6099.00,"Transportation Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes536099.htm
53-7011.00,"Conveyor Operators and Tenders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537011.htm
53-7021.00,"Crane and Tower Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537021.htm
53-7031.00,"Dredge Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537031.htm
53-7041.00,"Hoist and Winch Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537041.htm
53-7051.00,"Industrial Truck and Tractor Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537051.htm
53-7061.00,"Cleaners of Vehicles and Equipment",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537061.htm
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537062.htm
53-7063.00,"Machine Feeders and Offbearers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537063.htm
53-7064.00,"Packers and Packagers, Hand",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537064.htm
53-7065.00,"Stockers and Order Fillers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537065.htm
53-7071.00,"Gas Compressor and Gas Pumping Station Operators",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537071.htm
53-7072.00,"Pump Operators, Except Wellhead Pumpers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537072.htm
53-7073.00,"Wellhead Pumpers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537073.htm
53-7081.00,"Refuse and Recyclable Material Collectors",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537081.htm
53-7121.00,"Tank Car, Truck, and Ship Loaders",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537121.htm
53-7199.00,"Material Moving Workers, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes537199.htm
55-1011.00,"Air Crew Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551011.htm
55-1012.00,"Aircraft Launch and Recovery Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551012.htm
55-1013.00,"Armored Assault Vehicle Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551013.htm
55-1014.00,"Artillery and Missile Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551014.htm
55-1015.00,"Command and Control Center Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551015.htm
55-1016.00,"Infantry Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551016.htm
55-1017.00,"Special Forces Officers",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551017.htm
55-1019.00,"Military Officer Special and Tactical Operations Leaders, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes551019.htm
55-2011.00,"First-Line Supervisors of Air Crew Members",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes552011.htm
55-2012.00,"First-Line Supervisors of Weapons Specialists/Crew Members",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes552012.htm
55-2013.00,"First-Line Supervisors of All Other Tactical Operations Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes552013.htm
55-3011.00,"Air Crew Members",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553011.htm
55-3012.00,"Aircraft Launch and Recovery Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553012.htm
55-3013.00,"Armored Assault Vehicle Crew Members",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553013.htm
55-3014.00,"Artillery and Missile Crew Members",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553014.htm
55-3015.00,"Command and Control Center Specialists",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553015.htm
55-3016.00,"Infantry",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553016.htm
55-3018.00,"Special Forces",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553018.htm
55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",,,,,,BLS OEWS 2024 - National,2024,https://www.bls.gov/oes/current/oes553019.htm
